AGE,SEX,EDUCATION_Graduate,EDUCATION_HighSchool,EDUCATION_Others,EDUCATION_University,MARRIAGE_Married,MARRIAGE_Others,MARRIAGE_Single,LIMIT_BAL,PAY_0,avg_utilization,avg_payment_ratio,default payment next month
-1.2460198484323588,1,0,0,0,1,1,0,0,-1.1367201460025875,1.7945638640489239,-0.8776979958555934,0.08942245295262817,1
-1.0290471701105863,1,0,0,0,1,0,0,1,-0.3659805002900601,-0.8749911476765541,-0.9927414079807262,0.29277432954678534,1
-0.16115645682349666,1,0,0,0,1,0,0,1,-0.5972023940038184,0.01486052289860516,-0.5251776467652572,0.10838727448009916,0
0.16430256065916196,1,0,0,0,1,1,0,0,-0.9054982522888293,0.01486052289860516,1.1312401384038842,0.03625910476149307,0
2.334029343876886,0,0,0,0,1,1,0,0,-0.9054982522888293,-0.8749911476765541,-0.02439613803257169,0.5400493872324859,0
0.16430256065916196,0,1,0,0,0,0,0,1,-0.9054982522888293,0.01486052289860516,1.1954658358032788,0.03263969090565483,0
-0.7035881526279277,0,1,0,0,0,0,0,1,2.562830153417544,0.01486052289860516,1.5208144626514966,0.0663434138492459,0
-1.354506187593245,1,0,0,0,1,0,0,1,-0.5201284294325655,0.01486052289860516,-0.9962692428096089,0.3552309631496997,0
-0.812074491788814,1,0,1,0,0,1,0,0,-0.2118325711475546,0.01486052289860516,-0.8395225444515283,0.10367564749359791,0
-0.052670117662610455,0,0,1,0,0,0,0,1,-1.1367201460025875,-1.7648428182517135,-0.42264756240081036,0.524851411589896,0
-0.16115645682349666,1,0,1,0,0,0,0,1,0.25061121627996186,0.01486052289860516,-0.9785195524700637,0.18776836486016016,0
1.683111308911569,1,1,0,0,0,0,0,1,0.7130550037074783,-0.8749911476765541,-0.8991630342166402,0.75034513975331,0
0.5982479173027069,1,0,0,0,1,0,0,1,3.5647916928438295,-0.8749911476765541,-1.02931493841352,0.5698888021849395,0
-0.5951018134670415,0,0,0,0,1,0,0,1,-0.7513503231463238,0.9047121934737644,1.231499077367832,0.031592684669575946,1
-0.7035881526279277,0,1,0,0,0,0,0,1,0.6359810391362256,0.01486052289860516,-0.35235263132534,0.048180903231332575,0
-1.354506187593245,1,0,1,0,0,0,1,0,-0.9054982522888293,0.9047121934737644,0.8004683239802752,0.03156549585830147,0
-1.2460198484323588,0,1,0,0,0,0,0,1,-1.1367201460025875,0.01486052289860516,1.4539647950191177,0.059814246152107155,1
1.4661386305897965,0,1,0,0,0,1,0,0,1.1754987911349948,0.01486052289860516,0.3696795503128247,0.37462875835261356,0
1.4661386305897965,1,1,0,0,0,1,0,0,1.4837946494200058,0.9047121934737644,-1.0601444459901574,0.0,0
-0.7035881526279277,1,1,0,0,0,0,0,1,0.09646328713745637,0.9047121934737644,-1.0601444459901574,0.0,0
